Date,AssetType,metric,mean,p25,p50,p75,std
2012Q2,Stock,Cancel_to_Trade,66.01173844368564,6.121733966745843,8.965523882896765,17.63359939186621,496.68592215984165
2012Q2,Stock,Cancels,56097.56122448979,2264.0,17892.0,57340.75,108409.70052708613
2012Q2,Stock,Hidden,426.1902040816325,18.25,103.5,308.75,931.1758109491806
2012Q2,Stock,HiddenRate,48.27914862601735,46.236559139784944,47.90057104467585,49.24731182795699,5.101780626907139
2012Q2,Stock,HiddenVol,72.56890285714283,2.65275,11.797,46.833999999999996,192.2645514425421
2012Q2,Stock,HiddenVolumePct,80.81067644526435,71.05334706488158,87.66220868644068,94.32299472209552,17.490157897183792
2012Q2,Stock,LitTrades,2997.6808163265305,110.5,551.0,2017.0,6630.032563194692
2012Q2,Stock,LitVol,603.6548097959183,16.9745,85.9925,314.3605,1629.2354319312644
2012Q2,Stock,OddLotVol,26.43232081632653,1.0142499999999999,5.759,20.014000000000003,58.527671306272914
2012Q2,Stock,OddLots,666.3830612244898,28.0,154.0,486.0,1443.1810982639736
2012Q2,Stock,OddlotRate,11.616262949276779,6.840148698884758,10.441767068273093,15.892704079060152,6.921519339060341
2012Q2,Stock,OddlotVolumePct,6.933033772369781,3.1413444971148783,5.467044106104625,9.885439544132488,5.8331108478816915
2012Q2,Stock,OrderVol,18913.42171979592,764.245,3607.648,13814.887,47556.854094017996
2012Q2,Stock,TradeVol,703.6208910204082,21.19475,101.1685,379.9685,1860.5259885386677
2012Q2,Stock,TradeVolForHidden,599.1862967346939,16.24725,80.86500000000001,317.8505,1608.3415526313722
2012Q2,Stock,Trade_to_OrderVol,0.048745187798932776,0.018115236225768477,0.03540163056332721,0.05351065170734136,0.05154431888902926
2012Q2,Stock,Trades,7117.309387755102,267.75,1411.5,4944.5,15421.942466689536
2012Q2,Stock,TradesForHidden,3424.9946938775506,125.5,654.0,2389.25,7394.200774926393
2012Q3,ETF,Cancel_to_Trade,744.7382347799223,62.79126409017714,195.78009456013598,628.0026315789473,1373.6399636370616
2012Q3,ETF,Cancels,101393.28316326531,4568.5,19953.5,66066.0,201869.87891824284
2012Q3,ETF,Hidden,137.81632653061226,0.0,2.0,26.75,395.7038970792252
2012Q3,ETF,HiddenRate,47.20716965350937,43.8125,47.10508701472557,50.09555329357893,6.7286846775728
2012Q3,ETF,HiddenVol,37.44867346938776,0.0,0.359,4.56825,110.12696678008041
2012Q3,ETF,HiddenVolumePct,90.78308760140855,89.71533828596382,95.67919649953015,98.60213232181395,12.779718257542454
2012Q3,ETF,LitTrades,1187.3469387755101,4.0,14.5,206.75,3933.071057106427
2012Q3,ETF,LitVol,386.9625612244898,0.5447500000000001,3.1535,36.813,1258.9755242452738
2012Q3,ETF,OddLotVol,5.597071428571429,0.043250000000000004,0.1855,1.75275,17.166696638231603
2012Q3,ETF,OddLots,146.26530612244898,2.0,4.0,46.25,457.11034448079226
2012Q3,ETF,OddlotRate,12.737918885364927,5.5532101078698215,10.042752278777122,18.793911007025763,9.362182702055943
2012Q3,ETF,OddlotVolumePct,8.03160584830717,1.257320768952765,3.8982727802586954,9.128102113713624,11.982645171056319
2012Q3,ETF,OrderVol,132371.61141836733,4853.65275,18818.198,90320.73075,336388.420396888
2012Q3,ETF,TradeVol,433.37094387755104,0.85425,4.2909999999999995,41.400749999999995,1393.1120943646756
2012Q3,ETF,TradeVolForHidden,407.74248469387754,0.6625,4.103,41.193,1269.4383519246965
2012Q3,ETF,Trade_to_OrderVol,0.003673116631869359,3.094646191072578e-05,0.00044115788639140436,0.0015771711986526291,0.013462597060335056
2012Q3,ETF,Trades,2658.7755102040815,13.0,38.0,563.0,8601.170642610898
2012Q3,ETF,TradesForHidden,1320.7755102040817,6.0,17.0,261.75,4235.756562932412
2012Q3,Stock,Cancel_to_Trade,54.89198514836372,6.942205582906443,10.710172791946686,20.293306636155606,285.23967590147794
2012Q3,Stock,Cancels,56414.010204081635,2762.25,17195.5,48301.5,107714.4345049996
2012Q3,Stock,Hidden,326.17857142857144,13.75,70.5,289.25,686.9986616307739
2012Q3,Stock,HiddenRate,47.378139001802,44.24825212090208,47.085700955918995,50.05329227854098,5.664111857246734
2012Q3,Stock,HiddenVol,53.38219387755102,1.8242500000000001,10.4255,39.775999999999996,127.1213473579322
2012Q3,Stock,HiddenVolumePct,80.64364893400935,69.34180608336777,84.5799662650715,94.54097010836855,16.2886808814878
2012Q3,Stock,LitTrades,2642.7602040816328,81.25,353.0,1622.25,6167.6377891451
2012Q3,Stock,LitVol,521.1233673469387,10.690249999999999,53.7055,293.20475,1443.6057983589765
2012Q3,Stock,OddLotVol,21.848551020408163,0.9035,5.275499999999999,17.849249999999998,46.77191975385752
2012Q3,Stock,OddLots,546.719387755102,23.25,147.5,418.0,1144.1019146315327
2012Q3,Stock,OddlotRate,13.00703411384084,6.886331170545119,11.737924261680249,19.14802065404475,7.884730055896035
2012Q3,Stock,OddlotVolumePct,8.359078520977324,2.4329198730189487,6.755947272731129,12.767127291671953,8.15435518590958
2012Q3,Stock,OrderVol,18234.666331632656,662.55425,2980.5065000000004,10660.9715,52563.46323088719
2012Q3,Stock,TradeVol,598.5362704081632,17.06475,69.7805,333.677,1605.8515548174198
2012Q3,Stock,TradeVolForHidden,509.35774999999995,12.5985,49.435,230.60625000000002,1397.3220916681214
2012Q3,Stock,Trade_to_OrderVol,0.041016894885530744,0.015070091040306982,0.027417820056146007,0.04625774138640572,0.04369370361021538
2012Q3,Stock,Trades,6205.227040816327,246.0,937.5,3809.0,14134.851816433538
2012Q3,Stock,TradesForHidden,3015.3647959183672,109.25,413.0,1838.5,6972.739865979442
2012Q4,ETF,Cancel_to_Trade,601.9431810848677,48.383185229641384,189.17241379310346,511.1763717805151,995.2382989737122
2012Q4,ETF,Cancels,88018.14557894738,6075.5,23059.0,71805.0,167733.9089108831
2012Q4,ETF,Hidden,105.90526315789474,1.0,4.0,38.5,309.50042359590896
2012Q4,ETF,HiddenRate,48.81127362804562,45.824549846288974,48.028673835125446,50.04328331705585,5.632665761053482
2012Q4,ETF,HiddenVol,28.12265494736845,0.1,0.557,12.7095,82.28150570668161
2012Q4,ETF,HiddenVolumePct,94.50249664664433,93.87731080205835,96.77879714576962,98.45952180389737,7.581971246954583
2012Q4,ETF,LitTrades,1354.178947368421,7.0,25.0,396.0,4312.926207070691
2012Q4,ETF,LitVol,428.6616635789476,1.291,6.657,80.13550000000001,1454.6790739219823
2012Q4,ETF,OddLotVol,5.847852631578948,0.0775,0.228,3.0789999999999997,15.601716838130365
2012Q4,ETF,OddLots,139.96842105263158,2.0,6.0,73.0,371.4878495945952
2012Q4,ETF,OddlotRate,10.026971307096732,4.7013078302482185,8.076923076923077,14.38267614738203,7.104571654289124
2012Q4,ETF,OddlotVolumePct,5.058144532923091,1.0925747618819268,2.8249597711425,5.477416519169057,7.547310850968978
2012Q4,ETF,OrderVol,125559.56462357915,4706.699500000001,19957.78,65745.119,289070.8764566262
2012Q4,ETF,TradeVol,462.9245405263168,1.803,7.144,97.467,1546.9766277020533
2012Q4,ETF,TradeVolForHidden,428.7675092631591,1.7365,6.899,92.946,1404.7794388343348
2012Q4,ETF,Trade_to_OrderVol,0.0034975193215082767,0.00011693025282941628,0.0005876467809024774,0.003536301704228725,0.0063764210297469846
2012Q4,ETF,Trades,2954.2315789473682,19.5,62.0,883.5,9243.312249948933
2012Q4,ETF,TradesForHidden,1452.2,9.0,30.0,440.5,4567.9879028792375
2012Q4,Stock,Cancel_to_Trade,39.28541639693603,7.775961252417075,11.021449704142011,19.68584486909419,125.84376371569964
2012Q4,Stock,Cancels,57595.208333333336,3935.5,17812.5,56340.0,110037.34419999295
2012Q4,Stock,Hidden,235.76614583333364,26.75,94.0,196.75,432.4106846320261
2012Q4,Stock,HiddenRate,47.55187477009503,45.18972211082631,46.45849802052878,49.23850268465232,5.035771937653365
2012Q4,Stock,HiddenVol,35.44107927083335,3.7085,10.916,23.8105,76.26102708481608
2012Q4,Stock,HiddenVolumePct,81.17617679669254,68.54787363299707,86.75262407307541,93.84985647259094,15.864142227843132
2012Q4,Stock,LitTrades,2369.054375,159.75,527.0,1673.75,5292.7976063251945
2012Q4,Stock,LitVol,439.5319481250001,21.70525,79.496,266.21675,1102.6144807498104
2012Q4,Stock,OddLotVol,18.81427354166667,1.17475,7.6025,15.96725,34.11260311177558
2012Q4,Stock,OddLots,464.3398958333334,41.75,178.0,468.25,824.5222229049984
2012Q4,Stock,OddlotRate,12.320257579742835,7.8475499299040905,11.422151803166212,15.360572139616774,7.152697870667836
2012Q4,Stock,OddlotVolumePct,8.108576883073392,2.9078274247932367,6.453965558235114,10.578002954935048,7.689409043672583
2012Q4,Stock,OrderVol,20398.41878125,1049.1682500000002,3274.082,12246.74725,72750.5219348302
2012Q4,Stock,TradeVol,494.894296354167,30.4895,103.9625,303.03925000000004,1200.67197716255
2012Q4,Stock,TradeVolForHidden,413.29519229166704,25.92025,75.02199999999999,254.53775000000002,1039.591579398628
2012Q4,Stock,Trade_to_OrderVol,0.04363067432494843,0.01832363531901505,0.030169068342111978,0.05192537645769038,0.045732720352264056
2012Q4,Stock,Trades,5461.633020833334,362.0,1380.5,3890.25,11792.695313359403
2012Q4,Stock,TradesForHidden,2624.277083333334,186.75,615.0,1848.5,5803.29142632332
2013Q1,ETF,Cancel_to_Trade,401.9649884539917,31.570477682067345,120.0,382.7230769230769,693.3604174807804
2013Q1,ETF,Cancels,61029.875483870965,3937.0,12696.0,45354.0,113872.79357361757
2013Q1,ETF,Hidden,140.74193548387098,0.0,4.0,70.0,447.29286931460405
2013Q1,ETF,HiddenRate,48.23788575038098,45.270705028035664,48.91406987724268,51.22171945701357,6.24793934364046
2013Q1,ETF,HiddenVol,36.72568967741925,0.0,0.483,14.314,113.4969192430259
2013Q1,ETF,HiddenVolumePct,92.84524318010483,94.02189997040544,96.8013846622466,98.96265560165975,12.791605288004936
2013Q1,ETF,LitTrades,1048.1290322580646,4.0,23.0,344.0,3090.3448492874595
2013Q1,ETF,LitVol,366.9718012903223,0.601,5.404,62.281,1159.8526870478831
2013Q1,ETF,OddLotVol,4.655301075268817,0.01,0.244,2.914,12.027311561052594
2013Q1,ETF,OddLots,121.79569892473118,1.0,6.0,75.0,299.5922431492724
2013Q1,ETF,OddlotRate,10.619686519180274,4.758862983072501,7.894736842105263,14.751131221719458,9.004637346123257
2013Q1,ETF,OddlotVolumePct,6.01501689150374,0.6130633359310477,2.5604038946988816,4.893574696638154,11.268711321892882
2013Q1,ETF,OrderVol,94481.49131935477,3701.137,8929.51,46331.783,243493.3373798161
2013Q1,ETF,TradeVol,409.1489944086021,1.0,7.905999999999999,82.12700000000001,1280.137485536346
2013Q1,ETF,TradeVolForHidden,387.3522967741922,1.0,7.665,79.489,1185.2437249885281
2013Q1,ETF,Trade_to_OrderVol,0.003715449937478243,0.00017762250864143133,0.0009945872361527724,0.0023865350225372177,0.006347729708958228
2013Q1,ETF,Trades,2358.7956989247314,10.0,56.0,819.0,6847.917981844426
2013Q1,ETF,TradesForHidden,1182.752688172043,4.0,27.0,382.0,3461.890833734331
2013Q1,Stock,Cancel_to_Trade,22.386580573370985,5.620130480780533,10.588443152567898,16.24352751916758,77.361943130995
2013Q1,Stock,Cancels,49368.992553191485,3130.25,15069.5,46308.5,97975.5708455214
2013Q1,Stock,Hidden,331.7412765957447,21.25,90.0,289.25,663.8827465511098
2013Q1,Stock,HiddenRate,47.09619363500381,45.33171829918029,47.02054749671511,48.9896010255757,4.062699292064858
2013Q1,Stock,HiddenVol,48.57279170212734,2.705,9.16,36.34175,120.21646870979339
2013Q1,Stock,HiddenVolumePct,80.01512776439726,67.79250408465886,85.37619165183716,93.2897246737388,16.15870957952314
2013Q1,Stock,LitTrades,2251.322127659574,84.25,521.5,1784.5,4915.594938806614
2013Q1,Stock,LitVol,459.005080425531,10.2865,66.6985,235.39775,1281.5543608470834
2013Q1,Stock,OddLotVol,20.53300638297872,1.017,7.3469999999999995,18.909,39.21976450234114
2013Q1,Stock,OddLots,512.0182978723403,36.25,188.0,508.0,970.1188165104356
2013Q1,Stock,OddlotRate,13.432594963031564,7.78368938347819,11.723622782446313,17.826689056570853,7.36518463965515
2013Q1,Stock,OddlotVolumePct,8.569133724456067,3.6103649564104057,6.94600319437424,11.166644441350334,6.674996940825483
2013Q1,Stock,OrderVol,15649.394099148936,604.47775,3119.6130000000003,9334.7775,45970.11024167505
2013Q1,Stock,TradeVol,527.1572174468084,17.65975,84.8885,315.856,1423.4101577024517
2013Q1,Stock,TradeVolForHidden,436.2409351063809,13.694,64.0835,257.92474999999996,1194.8989534591567
2013Q1,Stock,Trade_to_OrderVol,0.040730828476134275,0.02043663898957669,0.03263609245485852,0.054187295695986015,0.03120337207709352
2013Q1,Stock,Trades,5319.448085106381,251.25,1410.0,4214.75,11136.3942345081
2013Q1,Stock,TradesForHidden,2555.0076595744677,114.75,620.0,2009.25,5379.68126936272
2013Q2,ETF,Cancel_to_Trade,641.3804719892537,35.238896189224704,90.85820895522389,624.0,1134.645915267956
2013Q2,ETF,Cancels,113071.86314606744,8140.0,26550.0,140757.0,194119.99735747822
2013Q2,ETF,Hidden,309.0793258426968,0.0,7.0,84.0,829.0354041798408
2013Q2,ETF,HiddenRate,49.3438243753249,47.72791910254385,49.85294117647059,52.13675213675214,5.689185258004771
2013Q2,ETF,HiddenVol,64.56535853932594,0.0,1.927,38.444,159.747727002787
2013Q2,ETF,HiddenVolumePct,93.45365557250558,94.30333022450039,97.7245508982036,99.18475591788626,12.17609043596127
2013Q2,ETF,LitTrades,2232.3574157303383,5.0,42.0,511.0,6325.575939235165
2013Q2,ETF,LitVol,617.8950779775284,0.8,14.071,127.493,1749.8246488245175
2013Q2,ETF,OddLotVol,9.722258426966292,0.033,0.272,3.678,26.636457906550874
2013Q2,ETF,OddLots,254.04494382022472,1.0,7.0,89.0,725.6331860412475
2013Q2,ETF,OddlotRate,8.62829002838162,3.566703566703567,6.669468964550932,11.11111111111111,8.346504272633402
2013Q2,ETF,OddlotVolumePct,5.370821683899222,0.6804045001010504,2.077714514034562,5.240160970214235,10.485084897716437
2013Q2,ETF,OrderVol,141271.23553876515,5957.333,19696.504,133483.476,271186.14265812247
2013Q2,ETF,TradeVol,692.0799462921356,0.892,16.862,149.498,1924.016417708236
2013Q2,ETF,TradeVolForHidden,636.3344317977529,0.85,16.712,149.36,1711.7447425738635
2013Q2,ETF,Trade_to_OrderVol,0.004070992955320238,5.874359327685824e-05,0.0006699620354303045,0.0034390705423319643,0.008552723920515972
2013Q2,ETF,Trades,5073.346179775282,14.0,105.0,1421.0,14231.245743254167
2013Q2,ETF,TradesForHidden,2557.248876404495,5.0,58.0,732.0,7162.1106310236155
2013Q2,Stock,Cancel_to_Trade,66.97925108853912,6.262678904394911,9.678051216754662,14.033229491173417,451.0918095620226
2013Q2,Stock,Cancels,64496.86021505376,6604.0,23769.0,71272.0,113004.92667584389
2013Q2,Stock,Hidden,486.5382795698926,63.0,195.0,485.0,877.2525112130587
2013Q2,Stock,HiddenRate,46.993093518633785,44.60851648351648,46.512481121842214,49.46367642428894,4.336963515641745
2013Q2,Stock,HiddenVol,68.56962301075275,5.442,21.032,55.546,141.03388996595018
2013Q2,Stock,HiddenVolumePct,77.47589102908512,63.081924947086456,83.10600716130966,91.44011556010125,17.0953541071016
2013Q2,Stock,LitTrades,3205.363548387098,245.0,859.0,2974.0,5983.095682987898
2013Q2,Stock,LitVol,561.8748815053765,29.921,116.703,327.217,1267.0231739013736
2013Q2,Stock,OddLotVol,28.433775053763444,4.343,13.618,31.563,42.74199141454055
2013Q2,Stock,OddLots,746.675053763441,123.0,353.0,755.0,1126.4964906848447
2013Q2,Stock,OddlotRate,15.548872037138203,10.604338541915041,14.379381126194929,19.093406593406595,8.295533773642092
2013Q2,Stock,OddlotVolumePct,10.775151048571889,4.878643031106851,8.803629866736935,12.202067166968991,9.597686578622755
2013Q2,Stock,OrderVol,19941.205978494625,1042.493,4832.01,13605.849,52358.87164606694
2013Q2,Stock,TradeVol,662.2361262365594,45.151999999999994,163.42900000000003,423.373,1437.2487123321116
2013Q2,Stock,TradeVolForHidden,562.7354495698925,31.155,105.342,345.475,1278.8251642036523
2013Q2,Stock,Trade_to_OrderVol,0.04685556603187651,0.021478078441729866,0.03464225999024931,0.055507201479142995,0.0383101314228022
2013Q2,Stock,Trades,7729.245268817205,702.0,2307.0,7381.0,14060.194981323786
2013Q2,Stock,TradesForHidden,3777.5086021505385,316.0,1073.0,3486.0,7190.557408389782
2013Q3,ETF,Cancel_to_Trade,840.1389631275757,46.21836346336822,217.76363636363635,1003.0153846153846,1267.1993805055015
2013Q3,ETF,Cancels,98302.7721348315,10995.0,24093.0,90442.0,188978.6885457579
2013Q3,ETF,Hidden,165.41573033707866,0.0,3.0,86.0,503.9406713138856
2013Q3,ETF,HiddenRate,46.50441394385954,42.26827094474153,47.73185483870967,50.0,6.870265628379607
2013Q3,ETF,HiddenVol,41.22041191011236,0.0,0.3,13.737,120.82577254400226
2013Q3,ETF,HiddenVolumePct,90.10075246789904,89.12473136286249,96.07280603423708,97.95950648528947,13.60225492646066
2013Q3,ETF,LitTrades,1693.1477528089888,5.0,27.0,458.0,5151.428995455743
2013Q3,ETF,LitVol,437.63390067415736,0.555,4.253,73.588,1380.7248224584864
2013Q3,ETF,OddLotVol,9.251797752808988,0.027,0.264,4.107,26.011781108488208
2013Q3,ETF,OddLots,247.08988764044943,1.0,8.0,129.0,673.8422164998922
2013Q3,ETF,OddlotRate,12.541312806450332,5.143929581560096,10.0,18.75,9.685051134131346
2013Q3,ETF,OddlotVolumePct,7.518833942149691,1.0578929605316323,3.3410865028526824,8.09855189964642,11.57256377204344
2013Q3,ETF,OrderVol,111207.98938696635,6058.865,25706.357,89783.679,218912.37210478983
2013Q3,ETF,TradeVol,493.4034316853933,0.839,6.322,93.371,1521.436961012984
2013Q3,ETF,TradeVolForHidden,446.82320730337085,0.668,4.929,85.772,1330.3631449636546
2013Q3,ETF,Trade_to_OrderVol,0.0033388199072671943,5.4836844502875685e-05,0.00032805170094806944,0.002586660122862462,0.0066769624352744465
2013Q3,ETF,Trades,3812.992584269663,13.0,61.0,1131.0,11458.086284501276
2013Q3,ETF,TradesForHidden,1848.9731460674159,5.0,29.0,515.0,5576.8032346129985
2013Q3,Stock,Cancel_to_Trade,21.579719297895487,7.960270270270271,11.357563850687622,17.93754385964912,65.30081495675351
2013Q3,Stock,Cancels,74576.18173913046,5512.5,22210.5,61906.5,164794.2206844053
2013Q3,Stock,Hidden,390.06989130434783,27.75,148.5,447.25,636.0100420409345
2013Q3,Stock,HiddenRate,46.97606899879801,44.68107649925832,46.37193656895723,48.58472276075999,4.373208797442669
2013Q3,Stock,HiddenVol,51.31312315217392,2.952,14.5315,53.8345,94.3827680056054
2013Q3,Stock,HiddenVolumePct,79.33520996259847,66.60791039028932,84.45652847493338,91.28788653393903,14.427296180187751
2013Q3,Stock,LitTrades,2637.947282608696,114.0,691.5,2670.75,4932.857898620944
2013Q3,Stock,LitVol,473.47323608695655,14.1055,94.913,320.99025,1093.6053772066734
2013Q3,Stock,OddLotVol,23.750179347826087,2.7127499999999998,9.14,27.44775,37.230417937707635
2013Q3,Stock,OddLots,616.7395652173913,69.5,238.5,635.0,966.6924626684687
2013Q3,Stock,OddlotRate,14.17641808064324,8.333333333333332,12.373598087883803,17.591836734693878,8.09891400256251
2013Q3,Stock,OddlotVolumePct,10.269022321967718,4.6590045592705165,8.314929511980472,12.701851895464857,9.05276196030078
2013Q3,Stock,OrderVol,23582.083076086958,925.40025,3743.619,14359.4445,67199.65714462688
2013Q3,Stock,TradeVol,550.2075675,18.10225,119.9735,416.2785,1212.5530348702987
2013Q3,Stock,TradeVolForHidden,464.3459255434783,15.94275,81.461,365.6855,1063.6167899576851
2013Q3,Stock,Trade_to_OrderVol,0.03401846431658815,0.015869709778303084,0.026129284948471533,0.03965354375923638,0.030755342660689616
2013Q3,Stock,Trades,6303.971086956522,353.5,1899.0,6216.25,11339.365705422166
2013Q3,Stock,TradesForHidden,3031.7566304347824,159.75,889.0,2930.5,5536.490536871598
2013Q4,ETF,Cancel_to_Trade,198.07055948220003,30.288188481829565,73.83555823293173,194.04166666666669,325.4869832917524
2013Q4,ETF,Cancels,53467.30000000001,2599.0,9359.0,45306.0,106794.34896531708
2013Q4,ETF,Hidden,135.4943820224719,1.0,8.0,73.0,318.96063890804
2013Q4,ETF,HiddenRate,47.455886289718755,44.53125,47.84286682152536,50.418125167625206,6.176884789133222
2013Q4,ETF,HiddenVol,38.00589651685394,0.012,1.539,13.471,93.40324018018539
2013Q4,ETF,HiddenVolumePct,89.71063903870221,88.30119792529942,94.58039821172328,97.87777508444006,13.321275142958775
2013Q4,ETF,LitTrades,1034.483483146068,7.0,38.0,267.0,3053.036377371308
2013Q4,ETF,LitVol,323.37217797752817,1.058,7.731,53.516,927.2122307562817
2013Q4,ETF,OddLotVol,5.720359550561798,0.062,0.33,2.815,15.278918915711632
2013Q4,ETF,OddLots,146.12359550561797,2.0,10.0,75.0,387.20703941011146
2013Q4,ETF,OddlotRate,11.827758297315253,6.428571428571429,9.595029912563277,16.64129110840438,8.177241659732514
2013Q4,ETF,OddlotVolumePct,6.999822240722966,1.4808871846795113,3.1551036736109195,7.723909329490468,10.347775825058902
2013Q4,ETF,OrderVol,37237.125386853935,1249.53,6810.417,41259.666,64921.98641875876
2013Q4,ETF,TradeVol,368.02778314606775,1.6110000000000002,11.163,71.589,1027.7817090789276
2013Q4,ETF,TradeVolForHidden,340.33382651685395,1.5,10.17,70.08,927.687516146554
2013Q4,ETF,Trade_to_OrderVol,0.00674613740066042,0.0005675238788498183,0.0018451846861228167,0.006362243862670347,0.012129177513873867
2013Q4,ETF,Trades,2355.6610112359554,19.0,96.0,670.0,6792.3247201441945
2013Q4,ETF,TradesForHidden,1159.5167415730339,8.0,49.0,310.0,3322.003763364603
2013Q4,Stock,Cancel_to_Trade,33.6448630164024,6.216864741876339,8.969004482040276,12.97829156737643,202.6674531806516
2013Q4,Stock,Cancels,41659.945054945056,5766.5,17858.0,36931.5,70822.49754693657
2013Q4,Stock,Hidden,250.027252747253,32.5,118.0,285.0,389.95163386150665
